sample_idx,subject_id,stride_num,phase,time,pelvis_acc_x,pelvis_acc_y,pelvis_acc_z,tibia_left_acc_x,tibia_left_acc_y,tibia_left_acc_z,tibia_right_acc_x,tibia_right_acc_y,tibia_right_acc_z,grf_ml,grf_ap,grf_vertical,velocity,body_mass,velocity_condition,stride_freq_condition
11,1,0,stance,0.046534797,0.08897771,-1.203743541,-0.161929791,0.603726505,-1.208420984,0.875466765,-0.078662126,-0.895347801,-0.146808164,0.045710507,-0.150439237,1.841126058,2.78,82.39249768,10kmh,low
12,1,0,stance,0.050765233,0.031216869,-1.037857149,0.489068642,0.472466495,-1.158521714,0.545135435,0.560948033,-1.732184017,2.052603538,0.108159652,-0.172088996,2.149707079,2.78,82.39249768,10kmh,low
13,1,0,stance,0.054995669,0.542972256,-1.180993445,1.016350664,0.694833508,-1.538800905,0.134855873,0.478969947,-2.424894581,1.278666087,0.078760682,-0.19399255,2.177526741,2.78,82.39249768,10kmh,low
14,1,0,stance,0.059226105,0.435295801,-1.098086918,1.918012303,0.756529625,-2.725153298,0.869560047,0.589645953,-2.505203467,0.468314772,0.088576425,-0.215523987,1.931799341,2.78,82.39249768,10kmh,low
15,1,0,stance,0.063456542,0.345286166,-1.448726829,1.150075081,0.349603508,-1.896620306,1.653706426,0.582158142,-1.828017813,1.357984936,0.062180008,-0.235991372,1.536981188,2.78,82.39249768,10kmh,low
16,1,0,stance,0.067686978,0.409899753,-1.167381954,1.225123675,0.649549249,-2.650939383,0.902728705,0.612441243,-1.868843382,0.891453169,0.08271676,-0.254676941,1.151554858,2.78,82.39249768,10kmh,low
17,1,0,stance,0.071917414,0.211057204,-0.960501992,1.060398919,0.361671293,-1.791027616,-0.481584735,0.340613597,-2.578022203,0.002556691,0.09821606,-0.270879701,0.880850992,2.78,82.39249768,10kmh,low
18,1,0,stance,0.07614785,0.7563223,-1.407657352,0.129253087,0.744802816,-2.045212327,0.322074405,0.608845524,-1.909215221,0.244540274,0.074821037,-0.283959155,0.748498891,2.78,82.39249768,10kmh,low
19,1,0,stance,0.080378286,0.415945641,-1.30642749,1.075484922,0.6860558,-2.772363902,0.283988545,0.884927771,-3.13318404,-0.293984688,0.106637736,-0.293377167,0.723919657,2.78,82.39249768,10kmh,low
20,1,0,stance,0.084608722,0.417535462,-1.249785269,1.143185719,0.472421036,-2.601401027,-0.783988345,0.743049403,-2.377507468,-0.035957259,0.087826095,-0.2987344,0.763560126,2.78,82.39249768,10kmh,low
21,1,0,stance,0.088839158,0.511970131,-1.526832656,2.40369874,0.908768113,-2.882421155,-0.037535655,0.916710988,-2.958322494,0.343768521,0.094148217,-0.299797961,0.834828103,2.78,82.39249768,10kmh,low
22,1,0,stance,0.093069594,0.474621866,-1.363315797,1.17553714,0.424903582,-2.358409304,-0.063576773,0.809470044,-2.65298781,1.0822793,0.087518495,-0.296517553,0.920052241,2.78,82.39249768,10kmh,low
23,1,0,stance,0.09730003,0.432794121,-1.397675205,1.564747316,0.579039559,-1.790724521,-0.854514039,1.045949902,-2.244596345,-0.92564794,0.135598498,-0.289028502,1.011441774,2.78,82.39249768,10kmh,low
24,1,0,stance,0.101530466,0.274775295,-1.346825568,1.580150007,0.275010663,-2.671791986,0.429971118,0.646626528,-2.609135646,1.761405629,0.096718794,-0.277641305,1.105752002,2.78,82.39249768,10kmh,low
25,1,0,stance,0.105760903,0.455651845,-1.524299899,1.233970257,0.65770189,-1.810577899,0.774770953,0.090959169,-2.254878929,-1.109883292,0.073714781,-0.2628187,1.201289105,2.78,82.39249768,10kmh,low
26,1,0,stance,0.109991339,0.65635716,-1.2747075,2.641744477,0.426038623,-2.189006562,1.378804103,0.853550516,-1.420731349,0.452676849,0.108656759,-0.245142425,1.296724233,2.78,82.39249768,10kmh,low
27,1,0,stance,0.114221775,0.562630957,-1.096841408,2.722011487,0.882290959,-2.164377463,1.57726549,0.495514335,-2.056386982,1.228151855,0.064597701,-0.225272814,1.390745083,2.78,82.39249768,10kmh,low
28,1,0,stance,0.118452211,0.584324635,-0.790611361,3.032450849,0.094050232,-1.653760719,-0.027321454,0.682427293,-1.182399483,1.216674473,0.089490692,-0.203904885,1.481991731,2.78,82.39249768,10kmh,low
29,1,0,stance,0.122682647,0.251089948,-0.838082277,2.479264672,0.712048752,-1.943796783,0.5128402,-0.031252484,-1.991029049,0.74918434,0.041930197,-0.181724722,1.569069544,2.78,82.39249768,10kmh,low
30,1,0,stance,0.126913083,0.159786812,-0.457479183,3.929319355,0.395454668,-1.527557602,1.79843297,0.072436166,-0.98583086,1.256064831,0.049905388,-0.159369642,1.650580659,2.78,82.39249768,10kmh,low
31,1,0,stance,0.131143519,0.26796634,-1.099780873,2.808888436,0.493001834,-1.677214705,1.974921025,0.780468325,-0.357491448,1.21983086,0.075313836,-0.137394974,1.725160304,2.78,82.39249768,10kmh,low
32,1,0,stance,0.135373955,0.272067811,-0.59721664,4.06450888,0.417556738,0.07003711,2.1316472,0.543897722,-2.148147707,1.303337867,0.080644606,-0.116249421,1.791514413,2.78,82.39249768,10kmh,low
33,1,0,stance,0.139604391,0.40310987,-0.672829041,5.09908379,0.53531647,-0.737816189,4.766723551,0.605907616,-1.153895593,2.514376506,0.063423976,-0.096259934,1.848456785,2.78,82.39249768,10kmh,low
34,1,0,stance,0.143834827,-0.041064015,-0.071350614,3.705878937,0.343976243,-0.959072505,2.411477463,0.360464513,-0.320673687,2.251071194,0.051461325,-0.077626115,1.894944272,2.78,82.39249768,10kmh,low
35,1,0,stance,0.148065264,0.414792811,-0.718445983,4.073823388,0.558896141,-0.36721207,2.914213038,0.290509705,-0.575724718,1.542856611,0.041221883,-0.060423296,1.930108522,2.78,82.39249768,10kmh,low
36,1,0,stance,0.1522957,0.133132758,-0.621873369,4.516289021,0.103218879,-0.406285853,2.829557356,0.309232918,-0.164548892,2.788755939,0.010872574,-0.044612873,1.953282951,2.78,82.39249768,10kmh,low
37,1,0,stance,0.156526136,0.063381459,-0.455836625,4.274191583,0.168141371,-0.346380838,2.625992781,0.001554749,-0.537888631,2.367923983,0.019013533,-0.030058109,1.964023753,2.78,82.39249768,10kmh,low
38,1,0,stance,0.160756572,-0.054541731,-0.729865678,3.757554199,0.02565516,0.177249782,1.896248704,0.140588407,-0.086538674,2.742347227,0.016973673,-0.016543523,1.962124035,2.78,82.39249768,10kmh,low
39,1,0,stance,0.164987008,-0.181648769,-0.222398178,4.520333448,0.260134104,0.34896186,2.669422058,0.158801687,-0.107630612,2.572416774,0.039954931,-0.003796126,1.947620445,2.78,82.39249768,10kmh,low
40,1,0,stance,0.169217444,0.158976064,-0.172220641,3.854166512,0.20195136,-0.198597553,1.461111318,0.016376861,0.650544052,1.41898397,0.018203134,0.008492994,1.920791995,2.78,82.39249768,10kmh,low
41,1,0,stance,0.17344788,0.015216994,0.164067669,4.468485611,-0.643692291,-0.12586476,1.777901878,-0.293443224,0.289254782,1.535380053,-0.031476655,0.020647854,1.882151139,2.78,82.39249768,10kmh,low
42,1,0,stance,0.177678316,-0.220570508,0.321014333,3.56748916,-0.318522405,0.121366222,1.482139207,0.074057393,0.427693402,2.406632072,0.002697532,0.032988286,1.832427488,2.78,82.39249768,10kmh,low
43,1,0,stance,0.181908752,-0.252469808,0.813735496,4.549788161,0.055120441,-0.791423202,1.776056288,-0.250382738,0.153598897,2.172428383,-0.019032413,0.045812612,1.772544905,2.78,82.39249768,10kmh,low
44,1,0,stance,0.186139188,-0.139374848,0.691214877,3.086701989,-0.179437451,-0.291561941,3.299288732,0.091785221,0.222230478,1.547618612,-0.032350926,0.059382466,1.703592973,2.78,82.39249768,10kmh,low
45,1,0,stance,0.190369625,0.13103977,0.417840513,2.981157151,-0.141810554,1.263481308,-0.005767167,-0.319466546,0.36376508,1.482677265,-0.013952923,0.073909808,1.626794063,2.78,82.39249768,10kmh,low
46,1,0,stance,0.194600061,-0.187909493,0.445142306,3.178166109,-0.083223377,1.525241866,1.726303675,-0.134549771,0.89998408,2.169857204,-0.012790427,0.089546128,1.543467407,2.78,82.39249768,10kmh,low
47,1,0,stance,0.198830497,-0.403286919,0.899232263,1.755966341,-0.062924739,0.71030387,-0.192527085,-0.25975293,0.624329649,0.573331277,-0.021817412,0.106373839,1.454991622,2.78,82.39249768,10kmh,low
48,1,0,stance,0.203060933,-0.242530069,0.551047444,2.061561045,-0.574622306,1.264569531,0.459933566,-0.077937915,1.121178477,1.224205501,-0.064028307,0.124399981,1.362767186,2.78,82.39249768,10kmh,low
49,1,0,stance,0.207291369,-0.273253814,1.441600817,2.160065809,-0.606311463,1.282224202,1.421923758,-0.362596587,2.164299524,0.453566321,-0.059958538,0.143552386,1.268180257,2.78,82.39249768,10kmh,low
50,1,0,stance,0.211521805,-0.662203389,1.378345277,0.249421804,-0.317539688,2.823989985,0.442105471,-0.108539867,1.720111932,0.230634554,-0.053371342,0.163678591,1.172569121,2.78,82.39249768,10kmh,low
51,1,0,stance,0.215752241,-0.289625927,1.062318268,0.685791967,-0.562977337,2.008118287,-0.625620121,-0.689774236,1.285319065,1.006771102,-0.046364372,0.184547761,1.077194343,2.78,82.39249768,10kmh,low
52,1,0,stance,0.219982677,-0.338261869,0.843021102,0.262758732,-0.45388979,1.551598264,-0.562340651,-0.489190413,2.21616402,0.593199393,-0.080960096,0.205855894,0.983213471,2.78,82.39249768,10kmh,low
53,1,0,stance,0.224213113,-0.219505547,1.696163636,0.067144382,-0.976257678,1.305565698,0.280236305,-0.328204078,1.579298232,0.38067022,-0.080182289,0.227234444,0.891660897,2.78,82.39249768,10kmh,low
54,1,0,stance,0.228443549,-0.064943442,1.409247418,-1.390136631,-0.451730891,1.145139852,-0.973873003,-0.688448803,0.929300745,0.553011076,-0.103250299,0.248262361,0.803433189,2.78,82.39249768,10kmh,low
55,1,0,stance,0.232673986,-0.189577689,1.820405962,-1.866965836,-0.631984905,2.208773152,-0.451724968,-0.483764182,1.602998179,-0.598316029,-0.109237553,0.268481312,0.71927996,2.78,82.39249768,10kmh,low
56,1,0,stance,0.236904422,-0.413024078,1.177398857,-1.364432149,-0.43566335,1.877446526,-0.757814523,-0.628992896,1.320225938,-0.280528674,-0.072764058,0.287413596,0.639800091,2.78,82.39249768,10kmh,low
57,1,0,stance,0.241134858,-0.550608895,1.482344695,-1.876135819,-0.201238891,1.679233021,-1.447512448,-0.094574777,2.214603134,-1.191512254,-0.06508106,0.304582043,0.565442933,2.78,82.39249768,10kmh,low
58,1,0,stance,0.245365294,-0.008345317,1.680025819,-2.276713184,-0.24498668,2.184392325,0.494178771,-0.08663076,2.516887956,-0.870654531,-0.096309202,0.319530934,0.496513897,2.78,82.39249768,10kmh,low
59,1,0,stance,0.24959573,-0.392935156,1.726642755,-2.582292211,-0.27460394,2.063559905,-0.781005911,-0.618906097,3.442552563,-1.354052469,-0.07691808,0.331846828,0.433183775,2.78,82.39249768,10kmh,low
60,1,0,stance,0.253826166,-0.404918296,1.627655177,-3.423985437,-1.087314463,3.521136691,-2.90548988,-0.738471535,2.84102956,-1.313885967,-0.091320213,0.341178118,0.375501002,2.78,82.39249768,10kmh,low
61,1,0,stance,0.258056602,-0.413516607,1.909828425,-3.270404891,-1.09212288,3.166054328,-1.364568684,-0.408882519,2.615684185,-1.058041651,-0.112455022,0.347252096,0.323406068,2.78,82.39249768,10kmh,low
62,1,0,stance,0.262287038,-0.380770362,1.489567046,-3.516346395,-0.793147599,2.741938333,-2.106392629,-0.242049918,3.160627444,-2.223718292,-0.09275418,0.349888462,0.276747287,2.78,82.39249768,10kmh,low
63,1,0,stance,0.266517474,-0.430432392,1.711561922,-4.270333974,-0.467836805,3.478989972,-1.064693233,-0.605074574,1.633450248,-0.134727778,-0.069078137,0.349008397,0.235297182,2.78,82.39249768,10kmh,low
64,1,0,stance,0.270747911,-0.490860391,1.756343606,-3.204994234,-0.556188562,2.743407782,-2.381293961,-0.790650021,2.822530907,-2.541416444,-0.099840297,0.344638587,0.198768802,2.78,82.39249768,10kmh,low
65,1,0,stance,0.274978347,-0.48064077,1.822706193,-4.100993689,-0.638421313,2.21342716,-1.945466949,-0.527431512,3.029501858,-2.770056078,-0.066548035,0.336909947,0.166831421,2.78,82.39249768,10kmh,low
66,1,0,stance,0.279208783,-0.395130374,1.829009446,-5.110031951,-0.97231968,3.320411408,-1.543594712,-1.355123999,1.819556246,-1.053752016,-0.148392511,0.326051143,0.139125129,2.78,82.39249768,10kmh,low
67,1,0,stance,0.283439219,-0.461199588,1.316780527,-4.340372241,-0.718747159,2.720992451,-1.327180055,-0.759564413,3.02341445,-1.38274943,-0.077166365,0.312377348,0.11527399,2.78,82.39249768,10kmh,low
68,1,0,stance,0.287669655,-0.474037498,1.151880116,-5.289581419,-0.76358944,1.8065429,-2.922974637,-0.861745181,2.494414181,-1.554662469,-0.088934031,0.296274972,0.094897499,2.78,82.39249768,10kmh,low
69,1,0,stance,0.291900091,-0.336650852,1.783880211,-4.523250985,-0.99171093,2.088012867,-2.312833048,-0.831995047,1.975538249,-1.590697989,-0.093206008,0.278183258,0.077620218,2.78,82.39249768,10kmh,low
70,1,0,stance,0.296130527,-0.374593128,1.469256006,-4.434714462,-0.79006361,1.591476203,-2.451155924,-0.56792652,2.345676263,-2.104132021,-0.081440993,0.258573564,0.063079481,2.78,82.39249768,10kmh,low
71,1,0,stance,0.300360963,-0.092877745,1.114621585,-5.505967128,-1.152333991,1.175846918,-2.612521102,-0.755859157,3.002593213,-2.795464956,-0.118598054,0.237926451,0.05093108,2.78,82.39249768,10kmh,low
72,1,0,stance,0.304591399,-0.696860871,1.600214573,-4.681660216,-0.781997895,2.163785854,-0.821353706,-0.150404459,1.791630208,-2.088590968,-0.078350019,0.216704521,0.040852661,2.78,82.39249768,10kmh,low
73,1,0,stance,0.308821835,-0.115088646,1.148475695,-5.012455291,-0.158726388,2.487522087,-1.860668608,-0.671725348,1.65692406,-2.672276175,-0.061473254,0.195312661,0.032544008,2.78,82.39249768,10kmh,low
74,1,0,stance,0.313052272,-0.070643701,1.319327819,-4.852680442,-0.465616453,0.666424835,-3.125697295,0.017813869,1.136028172,-1.448694529,-0.033241114,0.174019957,0.025721956,2.78,82.39249768,10kmh,low
75,1,0,stance,0.317282708,-0.546739685,0.945533819,-4.351042021,0.199748467,1.480447806,-1.504486308,-0.51184426,0.774041003,-2.303175804,-0.06674633,0.152773087,0.020104448,2.78,82.39249768,10kmh,low
76,1,0,stance,0.321513144,-0.265033658,1.348584218,-5.450107115,-0.323954432,0.700772752,-0.611795956,-0.459649834,1.441261945,-2.822536001,-0.065135271,0.130745927,0.015374105,2.78,82.39249768,10kmh,low
77,1,0,stance,0.32574358,-0.247274914,1.178936011,-5.725762134,-0.2947109,0.584747871,-1.437647875,-0.172215058,0.40026865,-2.453036202,-0.049646124,0.105544159,0.011129825,2.78,82.39249768,10kmh,low
78,1,0,stance,0.329974016,-0.38096515,0.587846271,-5.809770681,-0.275575219,0.282662072,-3.358448559,-0.341666279,0.614642153,-1.909222494,-0.008880992,0.073758796,0.007000619,2.78,82.39249768,10kmh,low
79,1,0,stance,0.334204452,-0.265468128,0.807487575,-5.78468321,0.127068565,-0.128154699,-2.587591169,0.047593532,0.065011962,-2.647209029,-0.006991249,0.038715684,0.003319358,2.78,82.39249768,10kmh,low
80,1,0,stance,0.338434888,-0.295325468,0.646068016,-5.423629149,-0.247608252,0.136582242,-1.278514708,-0.062085743,0.351811341,-2.845363367,-0.015101033,0.014312109,0.001112478,2.78,82.39249768,10kmh,low
81,1,0,stance,0.342665324,0.152891099,0.753541901,-5.220122657,0.09376935,-0.382899687,-2.762769324,0.186379712,0.199406424,-2.049251816,0.009213178,0.004150786,0.000293572,2.78,82.39249768,10kmh,low
82,1,0,stance,0.34689576,0.047674486,0.104028521,-5.255978506,0.652212008,0.143683532,-1.901802473,0.084483035,0.527225092,-2.050942116,0.001775284,0.00107736,6.96E-05,2.78,82.39249768,10kmh,low
83,1,0,stance,0.351126196,0.113594232,0.458321215,-4.982947864,0.109018728,-0.023020314,-1.655988612,0.746858738,-0.252909458,-2.617171534,0.0193729,0.000267424,1.58E-05,2.78,82.39249768,10kmh,low
237,1,1,stance,0,0.102720079,0.182752271,-5.283269304,-0.615103792,-0.424509307,-2.783471553,0.145378508,0.001155493,-2.469103383,-0.012008471,-8.82E-05,0.000146133,2.78,82.39249768,10kmh,low
238,1,1,stance,0.004230849,-0.083887402,-0.375446667,-3.790918876,-0.063126416,-0.329150768,-2.310436329,-0.228739772,0.502625194,-1.157912354,-0.037160073,-0.000395811,0.000620347,2.78,82.39249768,10kmh,low
239,1,1,stance,0.008461698,0.014402837,-0.177241641,-4.119082341,0.199736179,-0.558062378,-3.260469634,0.461813722,0.657492099,-3.177190069,0.021244656,-0.001687801,0.002536861,2.78,82.39249768,10kmh,low
240,1,1,stance,0.012692548,-0.029998081,-0.509619787,-3.507841747,0.065470938,-0.442430592,-2.743817154,-0.273175216,-0.421291754,-1.532733327,-0.008969888,-0.006377375,0.009444112,2.78,82.39249768,10kmh,low
241,1,1,stance,0.016923397,0.359413786,-0.296693239,-2.922477904,1.187430716,-0.33125244,-2.620521943,0.341741134,-0.388651309,-2.32194953,0.0299798,-0.018603261,0.028850931,2.78,82.39249768,10kmh,low
242,1,1,stance,0.021154246,0.083261621,-0.668956498,-2.521587811,-0.59912777,-0.998554272,-1.449778851,-0.028146927,0.319666494,-0.315695919,-0.011373167,-0.037687406,0.068764333,2.78,82.39249768,10kmh,low
243,1,1,stance,0.025385095,0.438570917,-0.633517189,-1.773833207,0.831128357,-0.441005162,-1.207967687,0.465959215,0.393692811,0.234410575,0.058242929,-0.05718837,0.14250725,2.78,82.39249768,10kmh,low
244,1,1,stance,0.029615944,0.317181265,-0.867959505,-1.95680412,0.102785217,-0.138861839,-1.379526178,0.492735471,-0.308559996,-1.413215454,0.025432809,-0.075178444,0.283990105,2.78,82.39249768,10kmh,low
245,1,1,stance,0.033846793,0.297623625,-0.544105232,-1.390430429,0.5638984,-1.18427977,-0.229201899,0.6751892,-1.170308856,-0.773985405,0.071656644,-0.093068512,0.539426743,2.78,82.39249768,10kmh,low
246,1,1,stance,0.038077643,0.309523,-0.579649741,-1.150624035,0.426382974,-0.118742869,-0.279229209,0.509941951,0.115145725,0.77547177,0.063748512,-0.111924673,0.934110442,2.78,82.39249768,10kmh,low
247,1,1,stance,0.042308492,0.340601346,-0.93880419,0.083908697,0.238749995,-0.780957629,0.384147315,-0.068912781,-1.301839122,0.29754066,0.050212477,-0.13205322,1.427914551,2.78,82.39249768,10kmh,low
248,1,1,stance,0.046539341,0.017906158,-0.953932582,0.653432995,0.314183918,-0.68787578,2.20887493,0.216630576,-1.370734964,0.919727449,0.066498056,-0.153308623,1.89558008,2.78,82.39249768,10kmh,low
249,1,1,stance,0.05077019,0.288750151,-1.405322287,0.813518405,0.722728031,-1.704612843,2.187576519,0.609673614,-1.204526649,1.201272045,0.093250451,-0.175292503,2.172701476,2.78,82.39249768,10kmh,low
250,1,1,stance,0.055001039,0.478687298,-1.19296297,1.657112516,0.211631215,-1.122310326,0.275082065,0.614267732,-0.772492729,-0.189986874,0.086052809,-0.197448132,2.154703966,2.78,82.39249768,10kmh,low
251,1,1,stance,0.059231889,0.363542445,-1.199493825,0.970296812,0.871178988,-2.265569493,1.785426407,0.400983265,-1.292614554,1.152748784,0.099538983,-0.219113474,1.870425422,2.78,82.39249768,10kmh,low
252,1,1,stance,0.063462738,0.176552434,-0.593543239,1.391322733,0.794010925,-1.434972636,1.565724847,1.500978695,-1.672663636,0.4398816,0.130779019,-0.23956376,1.461593467,2.78,82.39249768,10kmh,low
253,1,1,stance,0.067693587,0.393310153,-1.580365633,0.544829607,0.148930271,-1.939292645,-0.176792915,0.81054612,-1.79356805,0.314562435,0.062829126,-0.258054576,1.087889666,2.78,82.39249768,10kmh,low
254,1,1,stance,0.071924436,0.667943412,-0.980827001,0.902911319,0.771757538,-1.872686558,1.014812777,1.034790333,-2.127554834,1.483453547,0.128769587,-0.273867504,0.842542799,2.78,82.39249768,10kmh,low
255,1,1,stance,0.076155285,0.607793922,-1.132181563,1.443675671,1.002758623,-2.835122763,1.306747517,0.706480534,-1.968255703,-0.789081592,0.100257946,-0.286356455,0.735428024,2.78,82.39249768,10kmh,low
256,1,1,stance,0.080386135,0.417153764,-1.335111868,1.532092676,0.424896433,-2.762626512,-0.868227227,0.505677963,-3.57987163,0.583585268,0.081364527,-0.294991283,0.728837367,2.78,82.39249768,10kmh,low
257,1,1,stance,0.084616984,0.572132411,-0.978345583,0.998516329,0.593104215,-2.051036038,-0.811355677,0.265511196,-2.497953877,-0.332450759,0.073320345,-0.299394769,0.778926516,2.78,82.39249768,10kmh,low
258,1,1,stance,0.088847833,0.374672788,-1.326263371,1.183404482,0.477483222,-2.823625371,0.626814891,0.679592421,-2.228790402,-0.346251336,0.09614421,-0.29936944,0.855757673,2.78,82.39249768,10kmh,low
259,1,1,stance,0.093078682,0.171579242,-1.311759407,0.574712581,0.998229104,-2.082862441,0.129177609,0.873186776,-2.889972629,0.518335048,0.117773211,-0.294911517,0.944149221,2.78,82.39249768,10kmh,low
260,1,1,stance,0.097309531,0.283293657,-1.400676387,1.311457777,0.827998442,-2.929749105,0.462590098,0.346181363,-2.053018543,0.304021363,0.09561985,-0.286210525,1.037686661,2.78,82.39249768,10kmh,low
261,1,1,stance,0.10154038,0.648533773,-1.04875217,2.131303174,1.331847102,-1.723396984,0.473670291,0.953238998,-2.249719701,0.646188127,0.126648448,-0.273634568,1.133648391,2.78,82.39249768,10kmh,low
262,1,1,stance,0.10577123,0.362543441,-1.037168883,2.205067009,0.403085415,-2.638712361,0.711073091,0.408161639,-1.144712855,1.144189646,0.065090491,-0.257702689,1.230455668,2.78,82.39249768,10kmh,low
263,1,1,stance,0.110002079,0.354177495,-1.414387773,2.427833609,0.792119639,-1.599891041,-0.359993172,0.148004048,-1.089531147,0.386379637,0.091008583,-0.23904702,1.326752517,2.78,82.39249768,10kmh,low
264,1,1,stance,0.114232928,0.330358183,-1.525274113,2.483206183,0.455787532,-1.400939201,1.64274923,0.216174394,-1.946657453,0.398083399,0.062803356,-0.218368332,1.421163847,2.78,82.39249768,10kmh,low
265,1,1,stance,0.118463777,0.64331519,-1.175374755,2.754677381,0.950301386,-1.88964739,1.953302315,0.522932058,-1.616680336,0.262246926,0.09120918,-0.196389078,1.512264888,2.78,82.39249768,10kmh,low
266,1,1,stance,0.122694626,0.581771429,-1.246397105,2.716609176,0.488224632,-1.073031767,1.112265687,1.139854643,-1.401018834,0.665250848,0.097267035,-0.173807983,1.598604334,2.78,82.39249768,10kmh,low
267,1,1,stance,0.126925476,0.648826185,-0.977554627,3.685338961,0.641122001,-1.056865811,1.443858731,0.594008954,-1.412916681,3.688287263,0.066240086,-0.151259804,1.678740218,2.78,82.39249768,10kmh,low
268,1,1,stance,0.131156325,0.268376782,-0.562053373,3.820099705,0.069843043,-1.284034123,0.500212665,-0.215353025,-0.917100702,2.582052978,0.017258973,-0.129283027,1.75127922,2.78,82.39249768,10kmh,low
269,1,1,stance,0.135387174,0.311037484,-0.890815306,4.105388663,0.448184179,-1.354194279,2.183225574,0.585740296,-1.229057971,0.784228733,0.067603207,-0.108297265,1.814916649,2.78,82.39249768,10kmh,low
270,1,1,stance,0.139618023,0.012023099,-0.688429839,3.814514711,0.477991118,-1.676575082,2.350263716,0.068226999,-1.260569904,0.929377168,0.066266637,-0.088591009,1.86847532,2.78,82.39249768,10kmh,low
271,1,1,stance,0.143848872,0.432380136,-0.561347188,3.180652607,0.469502468,-0.37704127,1.971348531,0.677115132,-0.240510681,2.37939134,0.059187763,-0.070319354,1.910941699,2.78,82.39249768,10kmh,low
272,1,1,stance,0.148079722,0.005636958,-0.259414057,4.941660345,0.445367478,-1.202352063,2.930003637,0.356643576,-0.105185885,2.497187215,0.069087628,-0.053510535,1.941497786,2.78,82.39249768,10kmh,low
273,1,1,stance,0.152310571,0.182102846,-0.927002256,4.240892087,0.163279967,-0.251175818,1.876237851,0.086192624,-0.701005797,2.538458651,0.015960634,-0.0380795,1.959547307,2.78,82.39249768,10kmh,low
274,1,1,stance,0.15654142,-0.047210789,-0.409258551,4.084340482,0.695141929,-0.318871772,2.561376,0.632061577,0.260530052,1.946704711,0.043776382,-0.023846542,1.964735066,2.78,82.39249768,10kmh,low
275,1,1,stance,0.160772269,-0.003920051,-0.095983642,4.844044118,0.566608408,0.256704744,1.355549382,-0.001544906,-0.398655509,2.026206941,0.046635501,-0.010558951,1.956958567,2.78,82.39249768,10kmh,low
276,1,1,stance,0.165003118,-0.074698551,0.26077435,4.228232034,0.077841693,-0.134651078,2.056871424,-0.488726502,0.142954291,2.32044518,-0.020306823,0.002086095,1.936371384,2.78,82.39249768,10kmh,low
277,1,1,stance,0.169233967,-0.074114321,-0.052131964,4.826883339,-0.017417528,-0.051564825,1.870913856,-0.049432478,0.523331075,2.066099305,0.014047962,0.014418842,1.903378116,2.78,82.39249768,10kmh,low
