sample_idx,subject_id,stride_num,phase,time,pelvis_acc_x,pelvis_acc_y,pelvis_acc_z,tibia_left_acc_x,tibia_left_acc_y,tibia_left_acc_z,tibia_right_acc_x,tibia_right_acc_y,tibia_right_acc_z,grf_ml,grf_ap,grf_vertical,velocity,body_mass,velocity_condition,stride_freq_condition
20,1,0,stance,0.08460872203377065,0.41753546205873404,-1.249785269074275,1.1431857186709677,0.47242103632734833,-2.6014010274537385,-0.7839883452705522,0.7430494034398681,-2.37750746810905,-0.03595725918126633,0.08782609457654117,-0.2987343996923281,0.7635601261014834,2.78,82.39249767769658,10kmh,low
21,1,0,stance,0.08883915813545917,0.5119701308840054,-1.526832655879561,2.403698739926688,0.9087681134128229,-2.8824211550329863,-0.03753565548610549,0.916710988342256,-2.958322493969739,0.34376852094553356,0.0941482171186254,-0.2997979605107684,0.8348281029385038,2.78,82.39249767769658,10kmh,low
22,1,0,stance,0.09306959423714771,0.47462186601822576,-1.3633157972505336,1.1755371404951176,0.42490358246584636,-2.3584093044909418,-0.06357677297342591,0.8094700437387622,-2.6529878097554356,1.0822793003010882,0.08751849499075814,-0.2965175529885774,0.9200522413641019,2.78,82.39249767769658,10kmh,low
23,1,0,stance,0.09730003033883625,0.4327941214150778,-1.3976752045085166,1.5647473164320944,0.5790395585009374,-1.790724520777379,-0.8545140389472055,1.0459499023989365,-2.244596345369791,-0.925647939694375,0.1355984975377643,-0.2890285016600405,1.0114417744080295,2.78,82.39249767769658,10kmh,low
24,1,0,stance,0.10153046644052477,0.2747752948546185,-1.3468255680682748,1.5801500073083972,0.2750106626981096,-2.671791986380127,0.4299711184861401,0.6466265282144238,-2.6091356458543316,1.7614056292171278,0.09671879366231041,-0.2776413052003511,1.1057520020915634,2.78,82.39249767769658,10kmh,low
25,1,0,stance,0.1057609025422133,0.4556518454396591,-1.524299899446362,1.2339702571384596,0.6577018901429932,-1.8105778994554855,0.7747709525850697,0.09095916892758549,-2.2548789293293203,-1.1098832918329824,0.07371478117177566,-0.26281869995086743,1.2012891047570455,2.78,82.39249767769658,10kmh,low
26,1,0,stance,0.10999133864390184,0.6563571602612648,-1.2747074999193266,2.6417444765303015,0.4260386228077737,-2.189006562430309,1.3788041030179004,0.853550515714991,-1.4207313486368682,0.4526768493597551,0.10865675854548487,-0.2451424252349756,1.2967242328061501,2.78,82.39249767769658,10kmh,low
27,1,0,stance,0.11422177474559038,0.5626309573613598,-1.0968414083077769,2.7220114874707684,0.882290958525553,-2.164377463048516,1.5772654895150322,0.49551433482023965,-2.056386981678918,1.2281518553522872,0.06459770103822075,-0.22527281433707233,1.3907450827742402,2.78,82.39249767769658,10kmh,low
28,1,0,stance,0.1184522108472789,0.5843246346806713,-0.7906113606752063,3.0324508489447584,0.09405023172900939,-1.6537607187769097,-0.027321453827526376,0.6824272929987832,-1.1823994827670599,1.2166744729415662,0.08949069225279452,-0.20390488516814867,1.4819917311438697,2.78,82.39249767769658,10kmh,low
29,1,0,stance,0.12268264694896744,0.25108994760187303,-0.8380822768051898,2.479264672103483,0.712048752428613,-1.943796783228564,0.5128402001333271,-0.03125248359897387,-1.991029049347686,0.7491843402042238,0.041930196644255645,-0.18172472247946952,1.569069543943372,2.78,82.39249767769658,10kmh,low
30,1,0,stance,0.12691308305065596,0.15978681246060827,-0.4574791828045105,3.929319355462129,0.3954546681451426,-1.5275576019586374,1.7984329696357009,0.07243616624242238,-0.9858308603274049,1.2560648314612497,0.04990538828374661,-0.15936964185589272,1.6505806591744032,2.78,82.39249767769658,10kmh,low
31,1,0,stance,0.1311435191523445,0.2679663404415619,-1.0997808733241143,2.8088884359845014,0.49300183374892126,-1.6772147047821373,1.9749210245627498,0.7804683250497453,-0.357491448158763,1.2198308603844685,0.07531383598609573,-0.1373949743231031,1.7251603043740833,2.78,82.39249767769658,10kmh,low
32,1,0,stance,0.13537395525403303,0.2720678114318533,-0.5972166403305059,4.064508880468307,0.4175567384557331,0.07003710969454591,2.131647199507313,0.5438977216938068,-2.1481477068272934,1.3033378670696183,0.08064460611008746,-0.11624942109628551,1.7915144130812553,2.78,82.39249767769658,10kmh,low
33,1,0,stance,0.13960439135572156,0.40310987002538456,-0.6728290412624268,5.099083790218829,0.5353164701914674,-0.7378161888037725,4.766723551409848,0.6059076159466059,-1.1538955925248753,2.5143765061845755,0.06342397576866897,-0.09625993435138083,1.8484567853496459,2.78,82.39249767769658,10kmh,low
34,1,0,stance,0.1438348274574101,-0.04106401468941104,-0.07135061377404306,3.7058789365488534,0.3439762430461186,-0.9590725049668067,2.411477462755964,0.360464512684946,-0.3206736873802439,2.251071194209874,0.05146132498213641,-0.07762611505740492,1.894944271561555,2.78,82.39249767769658,10kmh,low
35,1,0,stance,0.14806526355909863,0.4147928108653378,-0.7184459827956933,4.07382338837811,0.5588961406268877,-0.367212069817492,2.9142130379617877,0.29050970499669365,-0.5757247182060993,1.5428566113808477,0.041221882936181356,-0.06042329576766092,1.9301085216455907,2.78,82.39249767769658,10kmh,low
36,1,0,stance,0.15229569966078715,0.13313275837279198,-0.6218733687210615,4.516289020885536,0.10321887886893634,-0.4062858534260918,2.82955735551259,0.3092329181974258,-0.16454889189502245,2.7887559394676265,0.010872574152239177,-0.04461287316267544,1.9532829509012422,2.78,82.39249767769658,10kmh,low
37,1,0,stance,0.1565261357624757,0.06338145927248127,-0.45583662464603464,4.274191583376898,0.16814137135179782,-0.34638083781025863,2.625992780572119,0.0015547489319849561,-0.5378886314015574,2.3679239827502276,0.01901353298184483,-0.030058108823094693,1.9640237529983715,2.78,82.39249767769658,10kmh,low
38,1,0,stance,0.16075657186416423,-0.054541731426445084,-0.7298656780364732,3.7575541992600963,0.025655159965504964,0.17724978226699248,1.8962487042464213,0.1405884072542148,-0.08653867401827017,2.742347226855901,0.016973673076884948,-0.01654352290452601,1.9621240348576376,2.78,82.39249767769658,10kmh,low
39,1,0,stance,0.16498700796585275,-0.18164876873984026,-0.22239817807210796,4.520333448261291,0.26013410360718,0.34896186036787413,2.6694220582427817,0.15880168736118622,-0.10763061235181816,2.57241677431554,0.039954930761241715,-0.0037961257206649357,1.9476204445062215,2.78,82.39249767769658,10kmh,low
40,1,0,stance,0.1692174440675413,0.15897606387834629,-0.1722206407095706,3.8541665119120787,0.20195136032113942,-0.19859755298967385,1.4611113177050632,0.016376861240045712,0.6505440516454936,1.4189839704166878,0.01820313355149623,0.00849299449739932,1.9207919952902122,2.78,82.39249767769658,10kmh,low
41,1,0,stance,0.17344788016922982,0.015216994335817823,0.1640676686960726,4.468485611289646,-0.64369229103965,-0.12586475994567348,1.7779018783181912,-0.29344322374265347,0.28925478202727306,1.5353800532254707,-0.03147665543548764,0.020647854278372388,1.882151139142905,2.78,82.39249767769658,10kmh,low
42,1,0,stance,0.17767831627091835,-0.2205705079252217,0.3210143334035578,3.567489160291502,-0.3185224052317709,0.12136622197526059,1.482139207259643,0.07405739320308555,0.4276934015886837,2.406632071973917,0.002697531716128927,0.0329882862577832,1.8324274878958118,2.78,82.39249767769658,10kmh,low
43,1,0,stance,0.1819087523726069,-0.2524698078884865,0.8137354959370459,4.549788161031683,0.055120440904509876,-0.7914232024865939,1.776056288066187,-0.2503827380170382,0.1535988968199648,2.172428382601544,-0.019032413368453308,0.0458126121153413,1.7725449050275208,2.78,82.39249767769658,10kmh,low
44,1,0,stance,0.18613918847429542,-0.13937484793572963,0.6912148773876712,3.0867019888026395,-0.17943745097857539,-0.2915619407335943,3.2992887323993365,0.09178522088281935,0.22223047832943504,1.547618611921094,-0.032350926242982504,0.059382465642925805,1.703592972525965,2.78,82.39249767769658,10kmh,low
45,1,0,stance,0.19036962457598394,0.13103977007402945,0.4178405129687469,2.9811571506476935,-0.14181055440135068,1.2634813079968663,-0.0057671673098174114,-0.3194665458680569,0.3637650803647935,1.48267726461558,-0.013952922719263272,0.07390980813896586,1.626794063299103,2.78,82.39249767769658,10kmh,low
46,1,0,stance,0.1946000606776725,-0.18790949334051824,0.44514230599039617,3.1781661089095854,-0.08322337688131534,1.5252418656145115,1.7263036751332508,-0.13454977118800338,0.8999840800530181,2.169857204193684,-0.012790426699819956,0.0895461275310741,1.543467407291955,2.78,82.39249767769658,10kmh,low
47,1,0,stance,0.19883049677936102,-0.40328691946179873,0.8992322632307664,1.7559663406480537,-0.062924738960652,0.7103038695274548,-0.19252708465716384,-0.2597529298696135,0.6243296488955125,0.5733312771082024,-0.021817411577263694,0.10637383910622372,1.4549916222243435,2.78,82.39249767769658,10kmh,low
48,1,0,stance,0.20306093288104954,-0.2425300689205197,0.5510474435440498,2.061561045127634,-0.5746223063917274,1.2645695305013491,0.45993356552494613,-0.07793791522595378,1.1211784774216724,1.2242055007445496,-0.06402830731241985,0.12439998075604815,1.3627671856530876,2.78,82.39249767769658,10kmh,low
49,1,0,stance,0.2072913689827381,-0.27325381402856,1.4416008171133334,2.1600658085923405,-0.6063114628055155,1.2822242021182673,1.4219237577253832,-0.3625965873270437,2.164299524169219,0.45356632067443803,-0.0599585381469255,0.1435523859386467,1.2681802567760316,2.78,82.39249767769658,10kmh,low
50,1,0,stance,0.2115218050844266,-0.6622033887984123,1.3783452773603635,0.24942180352332266,-0.31753968842143293,2.8239899848627212,0.44210547097063635,-0.10853986732869458,1.7201119323509486,0.23063455422862408,-0.05337134151679821,0.16367859080467664,1.1725691214134089,2.78,82.39249767769658,10kmh,low
51,1,0,stance,0.21575224118611516,-0.28962592739434295,1.0623182684791308,0.6857919668696194,-0.5629773367061736,2.008118287021548,-0.6256201206084104,-0.6897742355616585,1.285319065220339,1.0067711018289618,-0.04636437196773199,0.18454776137923795,1.0771943430744157,2.78,82.39249767769658,10kmh,low
52,1,0,stance,0.21998267728780369,-0.33826186892183785,0.843021102213439,0.26275873238137015,-0.4538897904793082,1.5515982635862255,-0.5623406507754996,-0.4891904129406115,2.2161640204085815,0.5931993929104991,-0.08096009602561907,0.20585589440960866,0.9832134708986735,2.78,82.39249767769658,10kmh,low
53,1,0,stance,0.2242131133894922,-0.2195055473900122,1.6961636362945844,0.06714438154175406,-0.9762576782146668,1.3055656979176842,0.280236305167577,-0.32820407824934744,1.5792982317071216,0.380670220467049,-0.08018228879499152,0.22723444421736713,0.8916608971974002,2.78,82.39249767769658,10kmh,low
54,1,0,stance,0.22844354949118076,-0.0649434415691637,1.4092474178751586,-1.390136630983906,-0.4517308911683289,1.1451398523075915,-0.9738730031850552,-0.6884488031808838,0.9293007448474508,0.5530110759685442,-0.10325029860197174,0.2482623614215568,0.8034331894688371,2.78,82.39249767769658,10kmh,low
55,1,0,stance,0.23267398559286928,-0.18957768907353034,1.820405961690568,-1.8669658363482888,-0.6319849047099653,2.2087731519504836,-0.4517249675661391,-0.48376418154688827,1.60299817855817,-0.598316028528051,-0.10923755283431281,0.26848131167391337,0.719279959676152,2.78,82.39249767769658,10kmh,low
56,1,0,stance,0.2369044216945578,-0.413024077524767,1.1773988572560348,-1.3644321488751323,-0.4356633498903939,1.8774465262900095,-0.7578145227750053,-0.6289928959939559,1.3202259384192334,-0.2805286742316426,-0.07276405758975724,0.2874135956845261,0.6398000911923364,2.78,82.39249767769658,10kmh,low
57,1,0,stance,0.24113485779624635,-0.550608894844798,1.4823446952517103,-1.8761358190984734,-0.20123889119329727,1.6792330209132649,-1.4475124476432428,-0.09457477713328077,2.2146031336914476,-1.191512254383972,-0.06508105973200462,0.3045820432864554,0.5654429326627671,2.78,82.39249767769658,10kmh,low
58,1,0,stance,0.24536529389793488,-0.008345316552042736,1.6800258192799473,-2.2767131837144112,-0.24498668027158554,2.1843923245203283,0.4941787713963315,-0.08663076048241714,2.516887956236367,-0.8706545312313313,-0.09630920218250034,0.3195309335679907,0.4965138966728604,2.78,82.39249767769658,10kmh,low
59,1,0,stance,0.2495957299996234,-0.3929351562216263,1.726642755457613,-2.582292211029978,-0.2746039404735702,2.063559905431849,-0.7810059114140676,-0.6189060968380176,3.442552563376688,-1.3540524689283395,-0.0769180801992286,0.3318468281395319,0.4331837748421727,2.78,82.39249767769658,10kmh,low
60,1,0,stance,0.2538261661013119,-0.4049182960014721,1.627655176668107,-3.4239854370361096,-1.0873144628842386,3.5211366911413644,-2.905489880322268,-0.7384715354015203,2.841029560487163,-1.313885966584524,-0.09132021334663282,0.34117811845120816,0.3755010018263628,2.78,82.39249767769658,10kmh,low
61,1,0,stance,0.2580566022030005,-0.41351660711892296,1.9098284251367477,-3.2704048910861667,-1.0921228800065148,3.1660543283325464,-1.3645686840824065,-0.40888251904316414,2.615684185453389,-1.058041651081792,-0.11245502232744858,0.34725209605731666,0.32340606766108815,2.78,82.39249767769658,10kmh,low
62,1,0,stance,0.262287038304689,-0.38077036246016743,1.4895670462146018,-3.516346394513285,-0.7931475985136033,2.7419383325174413,-2.1063926285075683,-0.2420499176570055,3.1606274437674946,-2.2237182923563816,-0.09275418000432266,0.3498884624331995,0.2767472872427663,2.78,82.39249767769658,10kmh,low
63,1,0,stance,0.2665174744063775,-0.43043239162648467,1.7115619219795895,-4.270333973650387,-0.46783680453941223,3.4789899719439745,-1.0646932334514343,-0.6050745738804377,1.6334502479950193,-0.13472777778450729,-0.06907813704559788,0.34900839736225303,0.2352971817246748,2.78,82.39249767769658,10kmh,low
64,1,0,stance,0.27074791050806607,-0.4908603905135063,1.7563436061758695,-3.2049942337739434,-0.5561885616269365,2.7434077818420595,-2.381293961336092,-0.7906500210181816,2.822530907072533,-2.541416443636343,-0.09984029659883753,0.3446385866486047,0.19876880194976732,2.78,82.39249767769658,10kmh,low
65,1,0,stance,0.2749783466097546,-0.48064077037412545,1.8227061928958779,-4.100993689190774,-0.6384213126387605,2.2134271602044655,-1.9454669493803525,-0.5274315115655208,3.0295018578120807,-2.7700560778709775,-0.0665480354376575,0.336909946593858,0.16683142062305012,2.78,82.39249767769658,10kmh,low
66,1,0,stance,0.2792087827114431,-0.39513037385113636,1.829009445961984,-5.1100319509470715,-0.9723196801326972,3.3204114079752274,-1.5435947122217053,-1.3551239990105362,1.8195562464504778,-1.0537520163319973,-0.14839251074005635,0.32605114288231374,0.13912512928924303,2.78,82.39249767769658,10kmh,low
67,1,0,stance,0.28343921881313167,-0.4611995881593134,1.316780527455963,-4.34037224147723,-0.7187471594649041,2.720992450654343,-1.3271800552346202,-0.759564412997623,3.023414450415478,-1.3827494303900094,-0.07716636469733121,0.3123773482176368,0.11527398980039194,2.78,82.39249767769658,10kmh,low
68,1,0,stance,0.2876696549148202,-0.47403749830437897,1.151880115533746,-5.289581418613848,-0.7635894402002872,1.8065429001832616,-2.92297463680048,-0.8617451811403172,2.494414181093697,-1.5546624687195314,-0.08893403079252953,0.2962749716292673,0.09489749893430578,2.78,82.39249767769658,10kmh,low
69,1,0,stance,0.2919000910165087,-0.336650851898964,1.7838802105204417,-4.523250985076382,-0.9917109302022171,2.0880128665155713,-2.312833047831817,-0.8319950472661937,1.9755382486069748,-1.5906979890028956,-0.09320600786226323,0.27818325758886026,0.07762021825200172,2.78,82.39249767769658,10kmh,low
70,1,0,stance,0.29613052711819726,-0.3745931282238841,1.4692560055588377,-4.434714461935769,-0.790063609640662,1.5914762028045035,-2.451155924332168,-0.5679265199596313,2.3456762625500245,-2.1041320205966367,-0.08144099288087024,0.2585735639012337,0.06307948139006941,2.78,82.39249767769658,10kmh,low
71,1,0,stance,0.3003609632198858,-0.09287774485081385,1.114621584584325,-5.505967127607995,-1.1523339911981214,1.17584691815818,-2.6125211018609553,-0.7558591566599077,3.0025932125425463,-2.795464956045045,-0.11859805443338253,0.2379264505148252,0.05093108030707672,2.78,82.39249767769658,10kmh,low
72,1,0,stance,0.3045913993215743,-0.6968608705019248,1.6002145732213207,-4.68166021597269,-0.7819978949916242,2.163785854140084,-0.8213537061228857,-0.15040445854377177,1.791630207903511,-2.088590967688414,-0.07835001918556736,0.2167045209447328,0.040852660959203334,2.78,82.39249767769658,10kmh,low
73,1,0,stance,0.30882183542326286,-0.1150886462797554,1.148475694713476,-5.012455291421692,-0.15872638831458002,2.487522087018978,-1.8606686080244057,-0.6717253476512377,1.656924059934081,-2.6722761748792063,-0.06147325432744138,0.1953126614148717,0.03254400785552757,2.78,82.39249767769658,10kmh,low
74,1,0,stance,0.3130522715249514,-0.07064370149464366,1.3193278192732327,-4.852680441520625,-0.46561645287261755,0.6664248353355807,-3.125697294635932,0.017813868954514145,1.1360281724750292,-1.4486945288213346,-0.03324111412037743,0.1740199569629398,0.02572195648281004,2.78,82.39249767769658,10kmh,low
75,1,0,stance,0.3172827076266399,-0.5467396852967087,0.9455338190410438,-4.351042021430227,0.19974846713425481,1.4804478061497324,-1.5044863078206294,-0.5118442601314701,0.774041003072051,-2.3031758042383155,-0.06674633014054068,0.15277308713104573,0.02010444759511713,2.78,82.39249767769658,10kmh,low
76,1,0,stance,0.32151314372832845,-0.2650336575751712,1.3485842178838132,-5.450107115267598,-0.32395443163933907,0.7007727523594569,-0.6117959557488832,-0.4596498342726696,1.441261945192493,-2.822536001102742,-0.0651352711314346,0.1307459272324631,0.015374105273082528,2.78,82.39249767769658,10kmh,low
77,1,0,stance,0.325743579830017,-0.2472749138913845,1.1789360107540992,-5.725762133620175,-0.29471090014496626,0.5847478710313425,-1.4376478752233937,-0.1722150580270338,0.40026864995925693,-2.4530362018764986,-0.049646123644777156,0.10554415939267209,0.011129824623146234,2.78,82.39249767769658,10kmh,low
78,1,0,stance,0.3299740159317055,-0.38096514962924893,0.5878462713090749,-5.809770681441292,-0.2755752185007124,0.28266207200078575,-3.3584485591632025,-0.34166627884598366,0.6146421527299165,-1.909222493990974,-0.008880992202622548,0.07375879639656222,0.007000618557048138,2.78,82.39249767769658,10kmh,low
79,1,0,stance,0.33420445203339405,-0.26546812842151724,0.8074875754289155,-5.784683209754199,0.1270685654719123,-0.12815469946828223,-2.5875911686007376,0.04759353216567713,0.06501196198906745,-2.6472090285540304,-0.006991248635551991,0.038715683661012454,0.0033193576402696726,2.78,82.39249767769658,10kmh,low
80,1,0,stance,0.3384348881350826,-0.29532546751991184,0.6460680162389956,-5.423629148756723,-0.24760825200286482,0.13658224183585269,-1.2785147079388042,-0.062085743390157315,0.3518113407366351,-2.845363366503595,-0.015101033266844524,0.014312108545290416,0.0011124776652964483,2.78,82.39249767769658,10kmh,low
81,1,0,stance,0.3426653242367711,0.1528910985992893,0.7535419007649661,-5.220122657346434,0.0937693497780245,-0.382899686962308,-2.7627693242813605,0.1863797121187214,0.19940642388668509,-2.049251816448341,0.009213178406390583,0.00415078634597489,0.0002935720236086354,2.78,82.39249767769658,10kmh,low
82,1,0,stance,0.34689576033845965,0.0476744860927603,0.10402852060837553,-5.255978506439599,0.6522120084915792,0.14368353242265614,-1.9018024734107595,0.08448303490133507,0.5272250916616863,-2.0509421161888888,0.0017752838101617228,0.0010773597773619686,6.958533067487261e-05,2.78,82.39249767769658,10kmh,low
83,1,0,stance,0.3511261964401482,0.1135942319436143,0.45832121454276287,-4.982947863597332,0.10901872806862453,-0.023020313728282556,-1.6559886123122651,0.7468587379775106,-0.2529094584310876,-2.6171715339126154,0.019372899810657786,0.00026742367434835876,1.5830895565326663e-05,2.78,82.39249767769658,10kmh,low
237,1,1,stance,0.0,0.10272007878998965,0.1827522711324953,-5.283269304135354,-0.615103792470354,-0.42450930699272443,-2.7834715533744565,0.14537850802512664,0.0011554932407416667,-2.4691033829528597,-0.012008471314774104,-8.821899632798114e-05,0.00014613280300554665,2.78,82.39249767769658,10kmh,low
238,1,1,stance,0.004230849186025533,-0.08388740190139694,-0.37544666745418886,-3.790918876037253,-0.06312641551127712,-0.32915076819587874,-2.310436328571522,-0.22873977185134134,0.5026251938048297,-1.1579123537379759,-0.037160072763828676,-0.00039581089441238814,0.0006203465152176162,2.78,82.39249767769658,10kmh,low
239,1,1,stance,0.008461698372051065,0.01440283738841128,-0.1772416407928511,-4.119082341372781,0.19973617900883275,-0.5580623777130865,-3.260469634195723,0.4618137220584279,0.6574920987235482,-3.177190069214262,0.021244655984383395,-0.0016878005914745626,0.0025368612752629865,2.78,82.39249767769658,10kmh,low
240,1,1,stance,0.012692547558076597,-0.02999808113305194,-0.509619787108675,-3.507841747215593,0.06547093800933404,-0.4424305919238182,-2.743817153984153,-0.2731752162757473,-0.4212917541291585,-1.5327333268664598,-0.008969888147562744,-0.006377374854735789,0.009444112276798663,2.78,82.39249767769658,10kmh,low
241,1,1,stance,0.01692339674410213,0.3594137855999126,-0.2966932393369959,-2.9224779041552416,1.187430715899306,-0.3312524402280396,-2.620521943261127,0.3417411339577475,-0.3886513086169593,-2.3219495297691735,0.029979800391761215,-0.01860326082225091,0.02885093135220525,2.78,82.39249767769658,10kmh,low
242,1,1,stance,0.021154245930127664,0.08326162074798074,-0.6689564982859725,-2.521587811282535,-0.5991277701203767,-0.9985542724577281,-1.449778851456966,-0.028146926816051146,0.31966649370896033,-0.31569591885070136,-0.011373166629638783,-0.03768740607395606,0.06876433263429549,2.78,82.39249767769658,10kmh,low
243,1,1,stance,0.025385095116153195,0.4385709171537503,-0.6335171893704377,-1.7738332074832854,0.8311283572955103,-0.4410051618626051,-1.207967687187453,0.46595921518865063,0.39369281051684807,0.234410574911448,0.05824292920565504,-0.05718837013728423,0.142507250306559,2.78,82.39249767769658,10kmh,low
